mean_vib_table,peak_vib_table,rms_vib_table,p2p_vib_table,CF_vib_table,var_vib_table,std_vib_table,IF_vib_table,MF_vib_table,SF_vib_table,skew_vib_table,kurtosis_vib_table,mean_vib_spindle,peak_vib_spindle,rms_vib_spindle,p2p_vib_spindle,CF_vib_spindle,var_vib_spindle,std_vib_spindle,IF_vib_spindle,MF_vib_spindle,SF_vib_spindle,skew_vib_spindle,kurtosis_vib_spindle,mean_AE_table,peak_AE_table,rms_AE_table,p2p_AE_table,CF_AE_table,var_AE_table,std_AE_table,IF_AE_table,MF_AE_table,SF_AE_table,skew_AE_table,kurtosis_AE_table,mean_AE_spindle,peak_AE_spindle,rms_AE_spindle,p2p_AE_spindle,CF_AE_spindle,var_AE_spindle,std_AE_spindle,IF_AE_spindle,MF_AE_spindle,SF_AE_spindle,skew_AE_spindle,kurtosis_AE_spindle,mean_smcAC,peak_smcAC,rms_smcAC,p2p_smcAC,CF_smcAC,var_smcAC,std_smcAC,IF_smcAC,MF_smcAC,SF_smcAC,skew_smcAC,kurtosis_smcAC,mean_smcDC,peak_smcDC,rms_smcDC,p2p_smcDC,CF_smcDC,var_smcDC,std_smcDC,IF_smcDC,MF_smcDC,SF_smcDC,skew_smcDC,kurtosis_smcDC,wear
0.080234375,0.013427734375,0.08038687383057591,0.02685546875,1.1573850632303455,2.4494552612304688e-05,0.0049491971684612335,1.1562804284323271,1.1573850632303455,1.0019006670217836,-0.02218370590536508,2.411357819567295,0.310791015625,0.0433349609375,0.31107190931551143,0.086669921875,1.1906329789149013,0.00017467737197875976,0.013216556736864551,1.190102120974077,1.1906329789149013,1.000903802479446,0.7506274309589727,4.268374734454537,0.089453125,0.01922607421875,0.08973760554340265,0.0384521484375,1.2642865031522799,5.097627639770508e-05,0.007139767250947686,1.2622816593886463,1.2642865031522799,1.0031802191751564,0.23555076161088886,2.864721282552163,0.103427734375,0.02349853515625,0.10382821731046615,0.0469970703125,1.2593936193205462,8.300247192382812e-05,0.00911056924257909,1.2569634595411199,1.2593936193205462,1.0038721039176408,0.252787090977229,2.7122743101540454,-0.1577734375,0.648193359375,0.39326063960694374,1.29638671875,1.5723352167219944,0.1297614730834961,0.3602241983591553,1.40196420269642,1.5723352167219944,1.1700920936701253,-0.07006376258256829,1.599873414505092,1.40296875,0.46630859375,1.408483063151478,0.9326171875,1.112742391580686,0.015503225708007811,0.12451195006105964,1.1102294242120503,1.112742391580686,1.0039304604264905,-2.226034810284194,12.948123936134749,0.0
0.080224609375,0.01220703125,0.08039295367398343,0.0244140625,1.1576418289824144,2.7039051055908202e-05,0.005199908754575238,1.1564211807668898,1.1576418289824144,1.002098412199136,-0.02814821080885901,2.480879502657947,0.311328125,0.0341796875,0.3115991386825253,0.068359375,1.1297211772638995,0.0001688218116760254,0.012993144795469086,1.1292346298619824,1.1297211772638995,1.0008705081897926,0.599136187113338,3.1908240393061438,0.08931396484375,0.018310546875,0.0895986530970129,0.03662109375,1.2183611308892428,5.093432068824769e-05,0.007136828475467775,1.2164119946423202,1.2183611308892428,1.003187499891657,0.07172969069270173,2.7290454866799263,0.10332275390625,0.0238037109375,0.10377657406366049,0.047607421875,1.2491766560157815,9.398584961891174e-05,0.009694629937182323,1.246426124146405,1.2491766560157815,1.0043922576610982,0.13998520517431012,2.7587005233032555,-0.195439453125,0.65673828125,0.4122596213731511,1.3134765625,1.2522145044057402,0.13176141557693483,0.36298955298594315,1.1144234251803973,1.2522145044057402,1.1761453550444563,-0.025833171921600583,1.6548829433478807,1.41939453125,0.13916015625,1.4221345098753728,0.2783203125,1.0984445787087607,0.007785728836059571,0.08823677711736513,1.0973814208853356,1.0984445787087607,1.0019303855024437,-0.009204260841574342,1.4600146711080257,0.0
2.138720703125,0.833740234375,2.156907481698139,1.66748046875,1.3155104660308767,0.07812363862991333,0.2795060618840195,1.3093308371954977,1.3155104660308767,1.0085035781187162,-1.0197209732152992,4.991022681945544,0.648603515625,0.216064453125,0.6534974911414673,0.43212890625,1.296118744998942,0.00637245044708252,0.0798276295970419,1.2910851137509975,1.296118744998942,1.0075454039310154,-0.16559591114113115,3.0799514979218543,0.19318603515625,0.09429931640625,0.19728515452789133,0.1885986328125,1.567585292785946,0.0016005880177021026,0.04000734954607844,1.55126439105764,1.567585292785946,1.0212185076852265,0.5556970123950876,2.587598263080856,0.2193798828125,0.1171875,0.22506214449239217,0.234375,1.6760094962742231,0.002525435900688171,0.05025371529238581,1.6553896147254556,1.6760094962742231,1.0259014710330057,0.8780461596907312,3.0678485650207072,-0.22001953125,3.731689453125,1.8513288519510536,7.46337890625,2.5638734078062444,3.3790099239349365,1.8382083461716021,2.295727136431784,2.5638734078062444,1.1460564542715812,-0.009527304531676621,1.7738636218067088,6.917421875,0.64208984375,6.92033842438945,1.2841796875,1.0992736772595821,0.04035851135253906,0.2008942790438271,1.0990422732457676,1.0992736772595821,1.0004216237555195,0.16783214731395374,3.1757763213893493,0.0
0.07744140625,0.010986328125,0.07757466073190973,0.02197265625,1.135916274853466,2.0656585693359375e-05,0.004544951671179725,1.1349306431273645,1.135916274853466,1.0017207136125545,-0.17281657841694323,2.544706276553024,0.3162451171875,0.0323486328125,0.3164179010954045,0.064697265625,1.1312813662064467,0.00010931398868560791,0.010455333026049812,1.130977195176556,1.1312813662064467,1.0005463607136174,1.0590184178022495,4.757254989793106,0.102861328125,0.02105712890625,0.1031984616654722,0.0421142578125,1.2540583099428126,6.946966648101807e-05,0.008334846518144055,1.2520174689072439,1.2540583099428126,1.0032775538350283,0.3393868953110513,2.8513111126753743,0.1242431640625,0.0286865234375,0.12472928057061627,0.057373046875,1.2698980752484856,0.00012102961540222166,0.011001346072286866,1.2674395755551189,1.2698980752484856,1.0039126217670353,0.4219748436836454,2.950573425134202,-0.1803125,0.634765625,0.3940589419392612,1.26953125,1.3645967891170068,0.12276985206604003,0.35038529088139536,1.2048016823412582,1.3645967891170068,1.1785628732572098,-0.03892593779210713,1.6403549130800144,1.35173828125,0.69091796875,1.3602204247968135,1.3818359375,1.1251110421426023,0.023003223037719726,0.15166813454948183,1.1197965582510945,1.1251110421426023,1.0062749895186587,-3.7251964676976157,25.927949052231938,0.11
0.07732421875,0.015869140625,0.07748178821822044,0.03173828125,1.1694281102471311,2.4392700195312494e-05,0.004938896657687068,1.1682242990654204,1.1694281102471311,1.0020377764013353,-0.16932016444046497,3.0950580473587497,0.31564453125,0.0323486328125,0.31584637875820326,0.064697265625,1.1296184363266657,0.0001274648666381836,0.011290033952038567,1.1292618031062434,1.1296184363266657,1.0006394772860594,0.8023562553758306,3.9740681606292716,0.10337646484375,0.020751953125,0.10369913641101938,0.04150390625,1.2418043400029455,6.681740880012513e-05,0.008174191629765303,1.2398743593982475,1.2418043400029455,1.0031213252238513,0.25887198946787215,2.5930156291175805,0.12416015625,0.02593994140625,0.12461924977174835,0.0518798828125,1.2263020913176128,0.0001142130136489868,0.010687048874641999,1.224044360547428,1.2263020913176128,1.003697591365977,0.27109280926525525,2.708023542651285,-0.189384765625,0.66650390625,0.40359944066707387,1.3330078125,1.2898033494948948,0.1270259190559387,0.3564069570812819,1.1369851184479434,1.2898033494948948,1.1896198360527435,-0.07717473706507916,1.6795618462328767,1.37505859375,0.13427734375,1.3778052064940953,0.2685546875,1.0983541295037689,0.007561050796508789,0.08695430292118263,1.0972543783645583,1.0983541295037689,1.0019974514224916,-3.722759228229221e-05,1.4337765610811402,0.11
2.11748046875,0.858154296875,2.1346338117971264,1.71630859375,1.334169197527439,0.07293797492980957,0.27007031478822247,1.3282294885394086,1.334169197527439,1.0081008270443468,-0.9643882684439309,5.188380456888636,0.6549365234375,0.194091796875,0.6594447302444976,0.38818359375,1.2495511666855892,0.005925502514839172,0.07697728570714332,1.2450514795237493,1.2495511666855892,1.0068834255621228,-0.476702614640082,3.094650715519303,0.20225830078125,0.123291015625,0.2078828140563288,0.24658203125,1.7983358378025853,0.0023068441450595856,0.048029617373653785,1.7743979721166032,1.7983358378025853,1.027808565845522,0.81653480808129,3.102953419632763,0.21605712890625,0.115966796875,0.2214624996247959,0.23193359375,1.7011156285696192,0.0023649557888507844,0.04863081110623988,1.6808479383481925,1.7011156285696192,1.025018247469591,0.8747980397965236,3.2405835563197645,-0.164970703125,3.875732421875,1.8335126276197757,7.75146484375,2.4841469297260876,3.334553222751617,1.8260759082665805,2.215693326100075,2.4841469297260876,1.144429637676326,-0.0380748411720422,1.7575215901168206,6.9703515625,0.60791015625,6.973362772218746,1.2158203125,1.089531514277259,0.041987448120117184,0.20490838957962942,1.0892956215219596,1.089531514277259,1.0004320025599491,-0.094818813231543,2.9138815806688854,0.0
0.0773046875,0.015869140625,0.07745255032915466,0.03173828125,1.16964544443755,2.2882843017578124e-05,0.004783601469351113,1.1685194542698334,1.16964544443755,1.001912727855664,-0.054804468031929655,3.368587980434413,0.3155322265625,0.0274658203125,0.31571237280086734,0.054931640625,1.0951562625073852,0.00011371634006500245,0.010663786385004271,1.094845328917844,1.0951562625073852,1.0005709281753241,0.39242075188819026,2.8524557813368334,0.1029248046875,0.0201416015625,0.10325468751921116,0.040283203125,1.2116817442661598,6.801507472991944e-05,0.008247125240344022,1.2097348071540397,1.2116817442661598,1.0032050858169006,0.08724732476599785,2.4819234869586237,0.1235595703125,0.029296875,0.12406398080475353,0.05859375,1.2572676902787883,0.0001249039173126221,0.011176042113047987,1.254692748468682,1.2572676902787883,1.004082326370817,0.09873857249763966,2.48679979991499,-0.185625,0.60791015625,0.4114777121829213,1.2158203125,1.3293429173514277,0.134857266998291,0.3672291750369121,1.1766024204392649,1.3293429173514277,1.180393257718824,-0.05553950200792225,1.6158697444195644,1.38712890625,0.13427734375,1.3898399966244463,0.2685546875,1.0993440278131652,0.007528613662719726,0.08676758417012499,1.0982667098463834,1.0993440278131652,1.0019544617390863,-0.009196355027534263,1.447195192493467,0.11
1.05078125,0.894775390625,1.118392507879733,1.78955078125,1.8528822531751472,0.14666056632995605,0.3829628785273529,1.7727695167286246,1.8528822531751472,1.0643437993204894,-0.3539492351194354,2.6467426827121985,0.41427734375,0.13671875,0.41883330014814757,0.2734375,1.3865205717198785,0.003795615768432617,0.06160856895296803,1.3790014615058224,1.3865205717198785,1.0109973583322405,0.44980110640342646,2.4250010831293487,0.1490478515625,0.08453369140625,0.15205842711250186,0.1690673828125,1.7822143293247605,0.0009065032005310059,0.030108191585198302,1.764946764946765,1.7822143293247605,1.0201987181864172,0.8685853116482317,3.8965076280514976,0.19841796875,0.155029296875,0.205815759776064,0.31005859375,2.1501867053826182,0.0029904366493225094,0.05468488501699999,2.113273944285855,2.1501867053826182,1.0372838764183951,1.289479696755094,5.301685900043483,-0.143466796875,1.798095703125,0.9387076038890172,3.59619140625,2.459526766844382,0.8605892437934877,0.9276794941107018,2.1434090936967216,2.459526766844382,1.179011868638587,0.020344599321957278,1.8756645461426207,3.2072265625,1.77001953125,3.383905966144378,3.5400390625,1.4771680030277958,1.1645173645019533,1.0791280575084465,1.426527008099385,1.4771680030277958,1.055087908571903,-0.6928980300699862,1.8915299422818086,0.11
1.417509765625,0.47119140625,1.4343420502778024,0.9423828125,1.2877690714384857,0.048003181552886964,0.21909628374960394,1.2796841952973759,1.2877690714384857,1.0118745458133622,-0.42868326982563143,2.268096469193785,0.49701171875,0.1287841796875,0.5002941339327699,0.257568359375,1.276531905064956,0.0032735718727111814,0.057215136744669076,1.2722521318819506,1.276531905064956,1.0066043013855392,-0.053132910620847296,2.3026095282085173,0.18366943359375,0.09307861328125,0.18667833776758336,0.1861572265625,1.6683375076892235,0.0011143409550189972,0.033381745835396284,1.6549028990708619,1.6683375076892235,1.0163821715729173,0.5796947378096559,3.305536684334431,0.24715087890625,0.13824462890625,0.25276087425961363,0.2764892578125,1.7577869797446068,0.0028045026123523715,0.05295755481848054,1.738563511898294,1.7577869797446068,1.0226986664105355,0.8171105664602168,3.762662932596372,-0.2323046875,2.449951171875,1.3741776000991939,4.89990234375,2.0055239768845206,1.8343986087799071,1.3543997226741842,1.7832480298968234,2.0055239768845206,1.1431942988882724,-0.01952763439840478,1.6750149855964485,5.05572265625,0.83740234375,5.067316481471704,1.6748046875,1.1448314303629061,0.11736474647521973,0.3425853856708131,1.1435061598667968,1.1448314303629061,1.002293208312638,-0.14259614363945036,2.635840728824253,0.11
1.60265625,0.584716796875,1.614059327114122,1.16943359375,1.2877197823989985,0.0366804557800293,0.19152142381475054,1.2826606220142343,1.2877197823989985,1.0071151110003296,-1.1811259864442645,5.314254153882364,0.5378662109375,0.12939453125,0.5403887425426142,0.2587890625,1.2261996988234332,0.002719932198524475,0.052152969220596396,1.2232762924969363,1.2261996988234332,1.0046898867298568,-0.14836442040749012,2.4949458427444813,0.2007373046875,0.12481689453125,0.2047581601665182,0.2496337890625,1.89701755437838,0.0016304386615753174,0.04037869068673869,1.87905913259225,1.89701755437838,1.020030434728003,1.0822518740307492,4.958371890060875,0.2572021484375,0.16876220703125,0.2632426632640392,0.3375244140625,1.9152506921192258,0.0031437546014785765,0.056069194763957296,1.893687707641196,1.9152506921192258,1.0234854757755145,0.9061226995361129,4.287441282426807,-0.1706640625,2.78564453125,1.5429631254842107,5.5712890625,1.9237205341606518,2.351608984375,1.5334956747167563,1.7244231543817252,1.9237205341606518,1.136424880959658,-0.028350201013264967,1.6476355870435313,5.956171875,0.556640625,5.961604913667752,1.11328125,1.085079941472647,0.06474974212646485,0.254459706292499,1.0845826938968244,1.085079941472647,1.0009121695581948,-0.14943619584952292,2.1332895632478373,0.11
